sample_id,workload_layers,one_qubit_noise,two_qubit_noise,total_cnot_budget,operator_ratio,dil_vs_split_ideal_ratio,dil_vs_genexp_ideal_ratio,split_shots,split_mse,split_rmse,dilation_shots,dilation_mse,dilation_rmse,genexp_shots,genexp_mse,genexp_rmse,dil_vs_split_mse_ratio,dil_vs_genexp_mse_ratio,genexp_vs_split_mse_ratio
0,4,2.5e-05,0.0005,10000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,312,0.040405319620446134,0.20101074503728933,285,0.04153511520571904,0.20380165653330456,98,0.18489352946360493,0.4299924760546456,1.0279615554557129,0.2246434222236801,4.575969976241545
0,4,2.5e-05,0.0005,100000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,3125,0.02622721144753296,0.16194817519050025,2857,0.029899941887200843,0.17291599662032672,985,0.13833899219928183,0.371939500724623,1.1400351099854864,0.21613531667289437,5.2746359435133385
0,4,5e-05,0.001,1000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,31,0.24060172191706353,0.4905116939656623,28,0.22620815250637666,0.4756134486180733,9,0.866521594027934,0.9308714164845401,0.9401767813796096,0.26105310481054717,3.601477109655216
0,4,5e-05,0.001,10000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,312,0.0951121916153102,0.3084026452793656,285,0.1033900122109529,0.32154317316801007,98,0.3505125918563272,0.5920410389967297,1.0870321717443236,0.29496803998793797,3.6852540763018777
0,4,5e-05,0.001,100000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,3125,0.08066422178082902,0.28401447459738566,2857,0.09134386547937377,0.3022314766522074,985,0.30352348714708255,0.550929657167848,1.1323962899879227,0.3009449658672049,3.762801902084663
0,4,7.500000000000001e-05,0.0015,1000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,31,0.3069602911272013,0.554039972499459,28,0.2998164342944431,0.5475549600674284,9,0.9729812550356811,0.9863981219749361,0.9767270978062832,0.3081420456383286,3.169730037272109
0,4,7.500000000000001e-05,0.0015,10000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,312,0.15999352473928807,0.39999190584221583,285,0.17451696871977085,0.41775228152551225,98,0.45774379351037914,0.676567656269777,1.0907751985847487,0.3812546913665881,2.8610144957821246
0,4,7.500000000000001e-05,0.0015,100000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,3125,0.14539885663471847,0.38131202005014014,2857,0.16222745070500258,0.40277468975222686,985,0.41082494727349456,0.6409562756331313,1.1157408968666247,0.3948821798229416,2.825503286491439
0,4,0.0001,0.002,1000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,31,0.3723036060633126,0.6101668673922835,28,0.36999804627903843,0.6082746470789642,9,1.0318622540936704,1.0158062089265207,0.9938073127771906,0.35857309908484236,2.771561266903753
0,4,0.0001,0.002,10000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,312,0.2245943656679146,0.47391388001188,285,0.24323475255348043,0.49318835403269656,98,0.5180458598395837,0.7197540273173771,1.0829957903446585,0.4695235912681546,2.3065843984954046
0,4,0.0001,0.002,100000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,3125,0.20992596550825635,0.45817678412186746,2857,0.2308016605629707,0.4804182142289889,985,0.47125641963733234,0.686481186659425,1.0994431298871092,0.4897581251849898,2.2448696067509473
0,4,0.00015000000000000001,0.003,1000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,31,0.4834259580474538,0.6952883991894686,28,0.48423325570588727,0.6958687057957753,9,1.079437041544295,1.0389595957227091,1.0016699509924831,0.44859796085292725,2.2328901118676296
0,4,0.00015000000000000001,0.003,10000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,312,0.33531804700417894,0.5790665307235249,285,0.35610614274907415,0.5967462968038211,98,0.5675006047774537,0.7533263600707556,1.061995159314035,0.6274991422938162,1.6924248779558861
0,4,0.00015000000000000001,0.003,100000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,3125,0.32061005649405033,0.5662243870534457,2857,0.34353928577453574,0.5861222447361435,985,0.520882358331213,0.7217218012026607,1.0715174986437486,0.6595333481348004,1.624660074693818
0,4,0.0002,0.004,1000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,31,0.5628410266276987,0.7502273166365636,28,0.5614251372843102,0.7492830822087939,9,1.0925090150381254,1.0452315604870173,0.9974843885281925,0.5138860453839991,1.9410614424893105
0,4,0.0002,0.004,10000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,312,0.4148788223640558,0.6441108773837435,285,0.43283389930115707,0.6579011318588509,98,0.5813557609110981,0.7624668916819262,1.0432778825267337,0.7445250024233384,1.4012664170188924
0,4,0.0002,0.004,100000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,3125,0.40018530139790354,0.6326020086894315,2857,0.4202215204016356,0.6482449540117035,985,0.53480883308704,0.7313062512292917,1.0500673536327865,0.7857415480144934,1.3364029893623717
0,4,0.00025,0.005,1000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,31,0.6153662775678729,0.7844528523549856,28,0.6098452287984247,0.7809258791962428,9,1.096196233750648,1.046993903397077,0.9910280283942937,0.5563285204071833,1.7813719628627862
0,4,0.00025,0.005,10000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,312,0.4676522260303272,0.6838510261967348,285,0.48109857404550577,0.6936126974367653,98,0.5853384661522294,0.765074157289494,1.0287528793123002,0.8219151855985937,1.251653330340975
0,4,0.00025,0.005,100000.0,0.5302041859540813,0.7977866645275337,0.2515189363890359,3125,0.45298334809583196,0.6730403762745828,2857,0.46847095168757785,0.684449378469714,985,0.5388184460901958,0.7340425369760228,1.0341902272055912,0.8694411913454758,1.1894884179632246
