family,method,total_cnot_budget,shots,ideal_mse,ideal_rmse,noisy_mse,noisy_rmse,noisy_bias_squared
jordan_gamma_1,split,11226.084593649442,1403,0.001786726235465782,0.04226968459151052,0.043173339250064835,0.20778195121344115,0.041186222853296255
jordan_gamma_1,split,11464.648145217094,1433,0.0017493209409340492,0.041824884230970076,0.043131738767229484,0.20768182098399823,0.041186222853296255
jordan_gamma_1,split,11708.281368909704,1463,0.0017134496981261055,0.04139383647508534,0.04309184438758629,0.20758575188963785,0.041186222853296255
jordan_gamma_1,split,11957.091999438964,1494,0.0016778961903336628,0.040962131174215814,0.043052303378507975,0.20749048985075913,0.041186222853296255
jordan_gamma_1,split,12211.190060968025,1526,0.0016427109491208992,0.04053037070051172,0.043013171938922935,0.20739617146640613,0.041186222853296255
jordan_gamma_1,split,12470.687915764176,1558,0.0016089710579964649,0.04011198147681644,0.0429756479525686,0.20730568721713497,0.041186222853296255
jordan_gamma_1,split,12735.700313885553,1591,0.0015755983082077262,0.039693806925107676,0.04293853228426188,0.20721614870531177,0.041186222853296255
jordan_gamma_1,split,13006.344443923628,1625,0.0015426319436052261,0.0392763534917032,0.04290186857924475,0.20712766251576525,0.041186222853296255
jordan_gamma_1,split,13282.739984823986,1660,0.0015101065713002966,0.038860089697532824,0.0428656953259868,0.20704032294697283,0.041186222853296255
jordan_gamma_1,split,13565.009158808489,1695,0.001478924429710025,0.03845678652344765,0.04283101595339438,0.206956555714948,0.041186222853296255
jordan_gamma_1,split,13853.276785421931,1731,0.0014481669025756744,0.03805478816884512,0.04279680881786374,0.20687389593146774,0.041186222853296255
jordan_gamma_1,split,14147.670336727419,1768,0.0014178602422842152,0.037654485022161906,0.042763103116116565,0.20679241551883998,0.041186222853296255
jordan_gamma_1,split,14448.319993674357,1806,0.0013880270810401397,0.037256235465223,0.042729924018670734,0.20671217675471065,0.041186222853296255
jordan_gamma_1,split,14755.358703664753,1844,0.001359423486094627,0.036870360536542454,0.04269811238944935,0.20663521575338833,0.041186222853296255
jordan_gamma_1,split,15068.922239342417,1883,0.0013312676093247436,0.0364865401117281,0.04266679869220561,0.20655943138042768,0.041186222853296255
jordan_gamma_1,split,15389.149258631753,1923,0.0013035761353918317,0.036105070771178825,0.04263600148286792,0.20648486986427825,0.041186222853296255
jordan_gamma_1,split,15716.181366052453,1964,0.0012763629879625725,0.03572622269373817,0.04260573624671087,0.20641157004080676,0.041186222853296255
jordan_gamma_1,split,16050.163175336857,2006,0.0012496395355725285,0.035350240954942984,0.04257601562730738,0.20633956389240377,0.041186222853296255
jordan_gamma_1,split,16391.242373378453,2048,0.00122401216228442,0.03498588518652086,0.042547514017684106,0.2062704875101722,0.041186222853296255
jordan_gamma_1,split,16739.56978553886,2092,0.0011982681206302544,0.03461600960004279,0.04251888265476199,0.2062010733598688,0.041186222853296255
