method,total_cnot_budget,trial_id,shots_per_evaluation,schedule_cx_cost,selected_theta_1,selected_theta_2,reported_best_score,selected_true_score,dense_grid_optimum_score,regret
split,31622.776601683792,63,96,328.0,-0.7853981633974483,0.0,0.4482210210178154,0.3935964418743362,0.46117153202478534,0.06757509015044916
split,31622.776601683792,64,96,328.0,-0.39269908169872414,-0.39269908169872414,0.4315931088947393,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,65,96,328.0,0.0,0.39269908169872414,0.4602165033539774,0.4164744938764483,0.46117153202478534,0.04469703814833703
split,31622.776601683792,66,96,328.0,0.39269908169872414,0.39269908169872414,0.4321969222903081,0.40550957131742704,0.46117153202478534,0.05566196070735829
split,31622.776601683792,67,96,328.0,-0.39269908169872414,-0.39269908169872414,0.43424061336699993,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,68,96,328.0,0.39269908169872414,0.0,0.3893929795893088,0.4285099014699435,0.46117153202478534,0.032661630554841836
split,31622.776601683792,69,96,328.0,0.7853981633974483,0.0,0.4214908280282601,0.3674350190691779,0.46117153202478534,0.09373651295560742
split,31622.776601683792,70,96,328.0,0.0,-0.39269908169872414,0.5142680153861746,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,31622.776601683792,71,96,328.0,-0.7853981633974483,-0.7853981633974483,0.3910836730161918,0.3817483705135365,0.46117153202478534,0.07942316151124884
split,31622.776601683792,72,96,328.0,0.0,-0.39269908169872414,0.4290923373214048,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,31622.776601683792,73,96,328.0,0.0,-0.39269908169872414,0.5280903930711192,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,31622.776601683792,74,96,328.0,0.39269908169872414,0.0,0.4432038127485434,0.4285099014699435,0.46117153202478534,0.032661630554841836
split,31622.776601683792,75,96,328.0,0.0,0.0,0.4208195421620271,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,31622.776601683792,76,96,328.0,-0.39269908169872414,-0.39269908169872414,0.5166447010057746,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,77,96,328.0,0.0,-0.39269908169872414,0.4060191241728588,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,31622.776601683792,78,96,328.0,-0.39269908169872414,-0.39269908169872414,0.4040354656360138,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,79,96,328.0,-0.39269908169872414,-0.39269908169872414,0.4675058411045299,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,80,96,328.0,-0.39269908169872414,-0.39269908169872414,0.48724348020785874,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,81,96,328.0,0.0,0.0,0.45003661997371985,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,31622.776601683792,82,96,328.0,0.39269908169872414,-0.39269908169872414,0.4717782207845224,0.41609367348466614,0.46117153202478534,0.0450778585401192
